type,priority,summary
Bug,Major,URL query parameter values containing equals sign get cut off
Improvement,Minor,The url gets longer when using StatelessForm with GET method
Bug,Major,PageStoreManager.SessionEntry keeps outdated sessionId when container changes sessionId
Improvement,Minor,Make ThrottlingSettings mutable
Improvement,Minor,Move Form hidden field rendering to dedicated method
Bug,Minor,Incorrect signature of types which extend Comparable
Improvement,Minor,Change AjaxRequestAttributes#eventPropagation to BUBBLE
Bug,Major,Page redirects can fail when using url encoding
Bug,Major,Base url is incorrect for error dispatched pages
Improvement,Minor,Provide default messages for upload exceptions
Improvement,Major,Use documented jQuery APIs for triggering the special event 'inputchange'
Bug,Major,AjaxEditableLabel not working well in form
Bug,Major,Direct iframe removal not supported by Firefox: tab title stays as 'Connecting'
Bug,Major,AjaxEditableLabel doesn't provide a way to configure Ajax attributes for its Ajax behaviors
Bug,Major,ModalWindow is not visible in Safari when opened from a link at the bottom of a large page
Bug,Major,CDI integration fails in Glassfish 4.0 with WELD-000070
Bug,Major,use jquery 'focusin'/'focusout' for ajax focus tracking
Bug,Minor,Wicket generates invalid HTML by expanding col tags
Bug,Major,JS: High stack size in Function Executor causes 'too much recursion'
Bug,Minor,Broken Link in Tomcat because of Page Mount
Bug,Minor,Allow configuring the resource used by ResourceStreamRequestHandler
Bug,Major,Url can't parse urls with username and password
Bug,Major,FilenameWithVersionResourceCachingStrategy breaks silently when the versionPrefix is contained in the original filename
Bug,Minor,ComponentRenderer.renderComponent fails to render two components with different component IDs
Bug,Minor,XmlAjaxResponse restores wrong response
Improvement,Minor,Do not set the location.hash when clicking on a link
Bug,Major,Wicket Tree rendering broken in 7.x
Bug,Minor,Tabindex overwritten in modal window for IE - Works in FF  Chrome
Bug,Major,o.a.w.a.AtmosphereBehavior onBroadcast should log DEBUG  not INFO
Bug,Major,Too deep recursion in AbstractHierarchyIterator
Improvement,Major,o.a.w.extensions.markup.html.form.DateTextField should be applicable to HTML5 date input types
Bug,Minor,MarkupCache ignores enforceReload flag
Improvement,Minor,OnEventHeaderItem should remove 'on' prefix for the event name
Improvement,Minor,Create a module for Native WebSocket based on JSR 356
Improvement,Major,Static id counter AbstractToolbar prevents stable component paths for testing
Improvement,Minor,AbstractResource should check for error code first before for modifications
Improvement,Minor,Export resources' version cache attribute as request cycle metadata
Bug,Major,AuthenticatedWebSession#authenticate should be protected  not public
Bug,Major,No page id appended to some stateful pages using repeaters
Bug,Major,if wicket is an external lib  BundleStringResourceLoader doesn't work
Bug,Major,PriorityHeaderItem+OnDomReadyHeaderItem has no priority in Ajax response
Bug,Major,Wicket doesn't encrypt links and Ajax URLs for mounted pages when CryptoMapper is used
Improvement,Trivial,wicket-bean-validation french translation
Improvement,Minor,Make Palette a FormComponentPanel
Bug,Minor,org.apache.wicket.util.string.StringValue#equals broken
Bug,Major,ResourceAggregator looses information about priority/filtering/... when using a bundle
Bug,Minor,SourcesPage fails on resources with non-ASCII characters
Improvement,Minor,Log the exception if the application cannot start properly
Improvement,Minor,Allow form components to trim the input themselves
Bug,Minor,wicket-bean-validation PropertyValidator_fr.properties.xml : org.xml.sax.SAXParseException
Improvement,Minor,Allow DebugBar contributors to be removed
Improvement,Minor,Allow continued processing with WicketTester after exception is thrown
Bug,Minor,Behaviors#internalAdd(Behavior) erroneously gets id for stateless behaviors
Improvement,Minor,Improve 'mvn jetty:run' to behave as Start.java
Improvement,Major,Do not initialize pages which were not rendered
Bug,Major,BOM in UTF markup file breaks encoding detection
Bug,Major,this.replaceWith is broken when called from onInitialize
Bug,Major,PropertyValidator ignoring groups with the @NotNull annotation only
Bug,Major,ComponentRenderer.renderComponent() adds a page to DataStore
Bug,Major,Page.isPageStateless() returning true in regular run but false in WicketTester
Bug,Major,WicketTester doesn't preserve the request cookies when #executeListener() is used
Improvement,Minor,Implement BigIntegerConverter
Improvement,Minor,Allow restarting AbstractAjaxTimerBehavior without updating its hosting component
Improvement,Major,Make CaptchaImageResource easier to extend and reuse
Improvement,Minor,Use method chaining where it makes sense
Improvement,Minor,Remove 'final' from org.apache.wicket.markup.html.form.EnumChoiceRenderer#getDisplayValue
Bug,Major,PackageResource#internalGetResourceStream() should return ProcessingResourceStream only when the resource is existing
Bug,Minor,WebPageRenderer should honor RedirectPolicy.ALWAYS_REDIRECT more consistently
Bug,Major,AuthenticatedWebApplication#onUnauthorizedPage() should work with Component  not Page
Bug,Major,WebApplication ignores a SecurityException when reading the configuration type
Improvement,Minor,Disable jar indexing
Bug,Major,Page is not touched during initialization
Bug,Minor,DefaultPropertyResolver should resolve the Property according to the getter first
Improvement,Major,Memory model improvements for Session fields
Improvement,Major,Allow using child selector for JS event bindings
Bug,Minor,IE11 returns false for Wicket.Browser.isIE()
Bug,Major,Failing HTTPS redirect to RequireHttps annotated pages with ONE_PASS_RENDER strategy
Bug,Major,Ajax indicator not working when display is set to none in css
Bug,Major,Inefficient DefaultPageStore.SerializedPagesCache
Improvement,Trivial,Allow models of subtypes of Select type parameter in SelectOption constructor
Improvement,Major,Add WebSocketBehavior/Resource#onPush() callback method
Bug,Major,NPE calling PackageResource.getResourceStream() if there is no RequestCycle defined
Improvement,Major,Intern strings generated by Wicket that have bigger chance to be duplicated
Improvement,Minor,continueToOriginalDestination() fails after redirectToInterceptPage() on AjaxRequest
Bug,Major,AbstractAutoCompleteBehavior.WrappedHeaderItem should depend on wicket-ajax.js
Bug,Minor,Don't cache the result of AuthenticatedWebApplication#getWebSessionClass()
Bug,Major,Autolinking does not always work in inheritted markup
Bug,Minor,Upgrade wicket-atmosphere to the latest version of atmosphere
Improvement,Trivial,AjaxButton #onSubmit() #onError() intricacies
Bug,Major,Atmosphere: updates infinitly with long polling transport
Improvement,Minor,SelectOptions with #setRecreateChoices(true) loses selection on form errors
Improvement,Trivial,Add AjaxChannel.DEFAULT constant = '0' and type 'Queue'
Bug,Major,CLONE - ModalWindow is not visible in Safari when opened from a link at the bottom of a large page
Improvement,Major,Remove second  for CDI related stuff in wicket-examples' web.xml
Bug,Major,Do not throw when WebSocket is not supported
Bug,Major,ConcatBundleResource#reportError() doesn't print the resource attributes
Bug,Major,Allow submitting with POST method for PhantomJS
Bug,Major,Fix the encoding of the Chinese translations for Wizard component
Improvement,Minor,CheckingOutputObjectStream should filter duplicates by identity  not by equality
Bug,Major,WebPageRenderer should bind a Session if redirect is required and the session is temporary.
Improvement,Minor,Allow subclasses of ComponentStringResourceLoader to stop at specific components
Bug,Major,missing generic cast causes compile error on OS X / jdk 8
Bug,Minor,Problem with setting of IComponentInheritedModel and FLAG_INHERITABLE_MODEL
Bug,Major,PropertyResolver does not scan for NotNull in annotation tree
Bug,Major,wicket-autocomplete may fail after preceeding Ajax request
Improvement,Minor,Add a setting to MultiFileUploadField to not close the file uploads' streams
Improvement,Minor,Rename log4j.properties in the quickstart when creating a project for WildFly
Improvement,Minor,Form#findSubmittingComponent() should not throw exceptions if the submitter is disabled/invisible
Bug,Major,RenderStrategy REDIRECT_TO_RENDER lets fail test with BaseWicketTester#startComponentInPage
Bug,Minor,Nested Redirects and REDIRECT_TO_BUFFER
Improvement,Major,Add WicketTester assertion methods for component's markup style  variation and locale
Improvement,Minor,Use Log4j 2.x for the archetype
Bug,Major,ResourceUtils.getLocaleFromFilename cannot handle filenames with classifiers
Improvement,Minor,StringValidator should set 'minlength' attribute to input and textarea
Bug,Major,OnChangeAjaxBehavior should listen for both 'inputchange' and 'change' events for TextField and TextArea
Bug,Minor,SecuritySettings.setEnforceMounts() does not work when the mounted mapper is not in the root compound mapper
Bug,Major,MockHttpServletRequest.buildRequest() should work for parameters with multiple values with multipart content type
Bug,Major,wicket-autocomplete prevents 'change'-listener when leaving input via mouse click
Improvement,Major,Upgrade Atmosphere to 2.2.2
Bug,Major,Component queuing breaks with html tags that don't require close tag.
Improvement,Minor,Avoid using input names that conflict with JavaScript DOM API method and attribute names
Bug,Major,Dequeue auto component can't resolve components if they are nested in child markup
Bug,Major,ContextNotActiveException thrown when using both CDI & Native WebSocket
Bug,Blocker,Atmosphere Eventbus throws Concurrent Modification Exception
Improvement,Minor,Log a warning when WebSocketResponse#sendError() is used
Improvement,Minor,Add a factory method for WebSocketRequestHandler
Bug,Major,Wicket Ajax Click handling gets requeued in OnDomReady so fire out of order
Bug,Major,NullPointerException in IntHashMap
Improvement,Major,It is impossible to determine the form submitting component's inputName when AjaxFormSubmitBehavior is used
Bug,Major,Support  src attribute by Link (TextTemplateLink)
